lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z,label
0.7070829272270203,0.6243066191673279,-4.4383983777152025e-07,0.65651935338974,0.605745792388916,-0.013373429886996746,0.6180796027183533,0.554493248462677,-0.019004469737410545,0.5987650752067566,0.5032150149345398,-0.02663678303360939,0.5935333371162415,0.459114670753479,-0.03010774962604046,0.6375625133514404,0.49180957674980164,0.005340969190001488,0.6229000091552734,0.44667309522628784,-0.021930133923888206,0.6319059729576111,0.49440997838974,-0.035242851823568344,0.6419827342033386,0.5225558280944824,-0.03939351439476013,0.6689780950546265,0.4851706922054291,0.00163992156740278,0.655695915222168,0.4470452666282654,-0.023393351584672928,0.6620644330978394,0.5062121748924255,-0.02675311453640461,0.6701463460922241,0.5186377763748169,-0.02228170447051525,0.7023631930351257,0.4859716594219208,-0.007554558105766773,0.6923255920410156,0.4520389437675476,-0.03295110911130905,0.6936313509941101,0.5095884799957275,-0.02219497412443161,0.699449360370636,0.5218218564987183,-0.007674005348235369,0.7372567057609558,0.4928993284702301,-0.018405213952064514,0.7273179888725281,0.46390900015830994,-0.031180886551737785,0.7228211760520935,0.5031116604804993,-0.020687000826001167,0.7269711494445801,0.5154157876968384,-0.008625725284218788,A
0.7140653729438782,0.5096900463104248,-4.236993049744342e-07,0.6628835201263428,0.49339908361434937,-0.013525704853236675,0.6235411167144775,0.44473275542259216,-0.02023010514676571,0.6032615900039673,0.39189112186431885,-0.02870919369161129,0.5997165441513062,0.34666067361831665,-0.033260926604270935,0.6427715420722961,0.384336918592453,0.0026323990896344185,0.6291571855545044,0.33430203795433044,-0.02531818300485611,0.639793872833252,0.3788484036922455,-0.03941911831498146,0.6491982936859131,0.4100019335746765,-0.04388812184333801,0.6736657023429871,0.376272976398468,-0.0009799542604014277,0.6625443696975708,0.3304363191127777,-0.027253983542323112,0.6703439354896545,0.38897544145584106,-0.03197978809475899,0.6755906343460083,0.40946322679519653,-0.0279972106218338,0.7064475417137146,0.3749287724494934,-0.009600885212421417,0.6979841589927673,0.3332889974117279,-0.03538026660680771,0.7007346749305725,0.3911900520324707,-0.02478858083486557,0.7037654519081116,0.41124388575553894,-0.009978787042200565,0.7409626245498657,0.38060277700424194,-0.019721131771802902,0.7320764660835266,0.3457295298576355,-0.032954324036836624,0.7301534414291382,0.38529637455940247,-0.022002417594194412,0.7327548265457153,0.4026370048522949,-0.009307952597737312,A
0.7146770358085632,0.7616990208625793,-4.1346888224325085e-07,0.6694578528404236,0.7420448064804077,-0.01777639240026474,0.630886435508728,0.6879323720932007,-0.02384765073657036,0.6128702163696289,0.6381327509880066,-0.03058113157749176,0.609038233757019,0.596642255783081,-0.03211085498332977,0.6512856483459473,0.6230928301811218,0.002473375992849469,0.6382743120193481,0.5900799036026001,-0.022418366745114326,0.6468138694763184,0.6420586705207825,-0.03153887391090393,0.6560961008071899,0.6554467082023621,-0.03412218019366264,0.6829384565353394,0.618788480758667,0.00038104067789390683,0.6711772680282593,0.5912140607833862,-0.025209400802850723,0.6735730767250061,0.6551476716995239,-0.025119837373495102,0.6818021535873413,0.6549229621887207,-0.017881538718938828,0.7151083946228027,0.62385094165802,-0.007814801298081875,0.7070271968841553,0.6021327972412109,-0.03519369661808014,0.7038273811340332,0.6609217524528503,-0.023076917976140976,0.7105000615119934,0.6608623266220093,-0.007365197874605656,0.7476476430892944,0.6346049308776855,-0.01811664178967476,0.7395671606063843,0.6181066036224365,-0.03268006816506386,0.731459379196167,0.6582009196281433,-0.02334035001695156,0.7347983717918396,0.6639626026153564,-0.012057472951710224,A
0.8076930046081543,0.6413444876670837,-3.87784069744157e-07,0.7621980905532837,0.6246106624603271,-0.019852807745337486,0.7243455648422241,0.5751391649246216,-0.028229769319295883,0.7069478034973145,0.5223945379257202,-0.03718818351626396,0.7049942016601562,0.47890838980674744,-0.041182707995176315,0.7399997115135193,0.5098150372505188,0.0018282198579981923,0.734714686870575,0.4672453701496124,-0.025580288842320442,0.7436364889144897,0.5149707198143005,-0.037846632301807404,0.748811662197113,0.5372626781463623,-0.04168470948934555,0.771515965461731,0.5042986273765564,0.0006083406624384224,0.7701014280319214,0.46802055835723877,-0.02601533569395542,0.773356556892395,0.5283185839653015,-0.029477613046765327,0.7711739540100098,0.5351543426513672,-0.024914951995015144,0.8032711148262024,0.5056206583976746,-0.006844345014542341,0.8062209486961365,0.47405141592025757,-0.03455200046300888,0.8039872050285339,0.5310871005058289,-0.025532681494951248,0.798730731010437,0.5389421582221985,-0.012344504706561565,0.8346353769302368,0.5127370357513428,-0.016416601836681366,0.8366489410400391,0.48725029826164246,-0.031567517668008804,0.8316577672958374,0.5280248522758484,-0.023355500772595406,0.826556384563446,0.5394206643104553,-0.013077788054943085,A
0.7388582229614258,0.6285074949264526,-4.128271200443123e-07,0.6908819079399109,0.6138290762901306,-0.01823737472295761,0.6505776643753052,0.5691176652908325,-0.026783812791109085,0.6298953890800476,0.5199997425079346,-0.036156732589006424,0.6203378438949585,0.47586455941200256,-0.0408858060836792,0.664091169834137,0.5035993456840515,-0.0014272859552875161,0.6503742933273315,0.45981764793395996,-0.028975458815693855,0.662649393081665,0.509209930896759,-0.04136304184794426,0.6720931529998779,0.533051073551178,-0.04523647204041481,0.6957653760910034,0.49549400806427,-0.0030750450678169727,0.6839646100997925,0.45833903551101685,-0.02952539548277855,0.69222092628479,0.5195972919464111,-0.0324597992002964,0.698069155216217,0.5290204286575317,-0.027883846312761307,0.7282453775405884,0.4943416714668274,-0.010353718884289265,0.7205532789230347,0.4593363404273987,-0.03775438293814659,0.7224698662757874,0.5195186734199524,-0.026675112545490265,0.7255529761314392,0.5322190523147583,-0.011872055940330029,0.7617698311805725,0.498391717672348,-0.019519750028848648,0.7537378072738647,0.46932440996170044,-0.03386738896369934,0.749413788318634,0.5103861093521118,-0.023768872022628784,0.7498806715011597,0.524683952331543,-0.012007606215775013,A
0.6657496094703674,0.6293931603431702,-4.3989948039779847e-07,0.6133511066436768,0.616984486579895,-0.01429608091711998,0.5709414482116699,0.5705456137657166,-0.020286452025175095,0.5485784411430359,0.5227145552635193,-0.028229082003235817,0.5376688838005066,0.4803119897842407,-0.031808964908123016,0.5839323997497559,0.5057956576347351,0.004682000260800123,0.5655885338783264,0.4645981192588806,-0.022149208933115005,0.5790151953697205,0.5120078325271606,-0.03436771035194397,0.5904656648635864,0.535140335559845,-0.03778194636106491,0.6144622564315796,0.495322585105896,0.0014671901008114219,0.597774863243103,0.4619560241699219,-0.023528285324573517,0.6087082624435425,0.5215433835983276,-0.025881130248308182,0.6178193092346191,0.530657947063446,-0.020747072994709015,0.6469724178314209,0.49207770824432373,-0.00739889033138752,0.6331428289413452,0.4613284468650818,-0.033212143927812576,0.6390909552574158,0.5201009511947632,-0.021869435906410217,0.6465370059013367,0.531753659248352,-0.006873690523207188,0.6812076568603516,0.49396729469299316,-0.01798594370484352,0.6676365733146667,0.4669193625450134,-0.03082803077995777,0.6657222509384155,0.5080145597457886,-0.02011643722653389,0.6707722544670105,0.5222792029380798,-0.007898500189185143,A
0.6934004426002502,0.6307379603385925,-4.1099266923083633e-07,0.6411554217338562,0.6098756790161133,-0.012720106169581413,0.605022132396698,0.5581568479537964,-0.018334046006202698,0.5897286534309387,0.505337655544281,-0.0261534396559,0.5869288444519043,0.46097463369369507,-0.029630376026034355,0.6255778670310974,0.4963832497596741,0.008004709146916866,0.6138597726821899,0.44733956456184387,-0.01885267347097397,0.6193954944610596,0.4942978024482727,-0.032457537949085236,0.62760329246521,0.5222777724266052,-0.03694494813680649,0.6559325456619263,0.48973456025123596,0.0036185244098305702,0.6451402902603149,0.44174259901046753,-0.021657045930624008,0.6483361124992371,0.5003737807273865,-0.025765961036086082,0.6558010578155518,0.5143175721168518,-0.021289179101586342,0.6879711151123047,0.49034374952316284,-0.006288827862590551,0.6805706024169922,0.44425350427627563,-0.03016284480690956,0.6793493628501892,0.4978770315647125,-0.01915939897298813,0.6849910616874695,0.5099599361419678,-0.004578195977956057,0.7209804058074951,0.49798259139060974,-0.01808922551572323,0.713153600692749,0.4628373086452484,-0.029000187292695045,0.7069873213768005,0.4982823431491852,-0.018024839460849762,0.7107715606689453,0.5108809471130371,-0.005836441647261381,A
0.7423543334007263,0.7116919755935669,-4.6362958983081626e-07,0.6876052618026733,0.6925137042999268,-0.01899975724518299,0.6456627249717712,0.6315659284591675,-0.025590887293219566,0.6286670565605164,0.5721781253814697,-0.0333317406475544,0.6271573901176453,0.5248968601226807,-0.0354313850402832,0.6657423973083496,0.5603780150413513,0.0054832519963383675,0.6566411852836609,0.5104832649230957,-0.023993058130145073,0.6657618284225464,0.5675212144851685,-0.03768105432391167,0.6731783151626587,0.5932703614234924,-0.0422859713435173,0.7019795775413513,0.5534636378288269,0.0028247670270502567,0.6940401196479797,0.5081824660301208,-0.025893615558743477,0.6980818510055542,0.5778025984764099,-0.029648542404174805,0.7027784585952759,0.5858797430992126,-0.024400923401117325,0.7386869788169861,0.5558305382728577,-0.006508118472993374,0.7354664206504822,0.5137287378311157,-0.035577788949012756,0.7332266569137573,0.5786924958229065,-0.024026988074183464,0.7346524596214294,0.587380588054657,-0.008350567892193794,0.7751427888870239,0.5644608736038208,-0.018140524625778198,0.7711778879165649,0.5346404910087585,-0.03314787894487381,0.763928234577179,0.5792864561080933,-0.022557741031050682,0.7634575366973877,0.5904445648193359,-0.010125139728188515,A
0.7485421299934387,0.6110833883285522,-4.416354499880981e-07,0.6932193636894226,0.5890612006187439,-0.016248738393187523,0.6526786088943481,0.5340428948402405,-0.023642197251319885,0.6345766186714172,0.47284698486328125,-0.03289613127708435,0.6316350698471069,0.4225265681743622,-0.03715550899505615,0.6729322671890259,0.4687233567237854,0.005289276130497456,0.6633299589157104,0.41139164566993713,-0.025393685325980186,0.6727527976036072,0.46269240975379944,-0.04089072719216347,0.6805751919746399,0.4956092834472656,-0.04590611904859543,0.7075509428977966,0.4612765610218048,0.0015946420608088374,0.6997181177139282,0.40670639276504517,-0.027034929022192955,0.7047116756439209,0.4707218110561371,-0.032206907868385315,0.7080703973770142,0.4881521463394165,-0.028033707290887833,0.7429723739624023,0.4619874060153961,-0.008164454251527786,0.7396606802940369,0.40857261419296265,-0.03586350753903389,0.7394304871559143,0.46770671010017395,-0.024642715230584145,0.7403702735900879,0.4843277335166931,-0.009103752672672272,0.7786417603492737,0.47075560688972473,-0.019958272576332092,0.7757397890090942,0.4292089641094208,-0.03352392837405205,0.7696815729141235,0.46825891733169556,-0.022285811603069305,0.7684493660926819,0.484627902507782,-0.009394953958690166,A
0.7539796233177185,0.2628748416900635,-4.1795237848418765e-07,0.6885536909103394,0.23944899439811707,-0.013157816603779793,0.6453770399093628,0.18451616168022156,-0.017303748056292534,0.6267002820968628,0.11857176572084427,-0.023837467655539513,0.6298138499259949,0.06857968121767044,-0.025363577529788017,0.6598721742630005,0.1172923669219017,0.018489493057131767,0.6577585339546204,0.05689459294080734,-0.010817734524607658,0.671007513999939,0.103047214448452,-0.02983892895281315,0.6790936589241028,0.14136572182178497,-0.037724100053310394,0.6979601383209229,0.10300049185752869,0.01435855869203806,0.696560263633728,0.040130071341991425,-0.015201614238321781,0.7070554494857788,0.10803664475679398,-0.025120481848716736,0.7091317772865295,0.14122678339481354,-0.023693440482020378,0.7353965640068054,0.10000051558017731,0.004323191475123167,0.7395675182342529,0.043431222438812256,-0.02417641133069992,0.7407565712928772,0.10890144109725952,-0.014233198948204517,0.7390923500061035,0.1408168077468872,0.0011685246136039495,0.775629997253418,0.10774549841880798,-0.007483271416276693,0.7766796350479126,0.06452005356550217,-0.02060622349381447,0.7719066143035889,0.10899554193019867,-0.008147605694830418,0.7651174664497375,0.13284596800804138,0.005841431673616171,A
